temperature,humidity,co2,feed,age_week,daily_gain,survival_rate
24.65,59.6,891,0.573,1,0.795,90.46
28.23,41.4,790,0.844,5,0.739,85.42
21.27,49.5,1326,1.221,1,0.901,89.55
18.33,69.3,920,0.65,0,0.717,85.69
18.65,45.8,400,0.72,1,0.726,89.58
20.61,72.5,1025,1.106,4,0.904,86.56
21.29,59.5,1037,1.141,8,1.075,93.48
24.73,42.2,985,0.847,4,0.905,88.79
17.87,47.7,677,1.306,4,1.063,88.02
24.56,56.5,1176,0.989,4,0.948,90.99
25.07,51.8,1000,1.6,4,1.081,90.18
22.23,59.5,957,0.88,3,0.906,93.07
21.88,72.9,1683,0.984,4,0.709,88.37
22.92,66.9,979,1.223,3,0.935,90.39
22.18,46.3,965,1.184,6,1.006,91.89
21.97,51.0,1127,0.839,5,0.973,93.55
25.25,64.5,1545,1.032,3,0.873,83.96
23.14,48.6,1436,1.244,1,0.907,88.23
27.65,51.2,812,0.929,6,1.005,88.98
27.47,60.2,2379,1.536,5,0.854,84.88
22.99,59.4,1383,0.902,4,0.86,93.44
26.38,49.4,968,1.281,2,0.895,87.16
18.05,69.4,757,1.116,2,0.789,85.4
25.83,60.1,1171,0.826,2,0.725,88.18
23.71,55.4,1062,1.186,5,1.047,94.19
21.87,59.5,666,1.884,3,1.027,94.43
22.61,60.0,880,1.136,3,0.922,91.67
19.26,61.5,450,1.629,5,1.118,90.55
23.92,36.6,538,1.473,8,1.13,91.6
25.58,62.1,1599,0.919,5,0.911,88.44
18.7,46.0,400,1.325,3,1.008,89.35
22.3,54.6,594,0.919,2,0.858,93.03
17.78,53.6,436,1.223,5,1.089,90.57
18.12,55.4,1412,0.736,3,0.849,89.07
22.32,65.3,1247,1.014,3,0.786,89.35
22.24,53.9,542,1.484,6,1.161,95.98
18.87,54.7,664,0.718,0,0.751,90.29
19.99,53.2,438,1.137,5,1.005,91.84
24.53,51.7,498,1.356,4,1.134,91.89
23.27,72.7,996,0.4,0,0.613,89.05
23.46,54.0,614,0.712,2,0.829,92.69
18.26,63.2,694,0.903,1,0.841,89.22
22.79,54.8,1021,1.16,3,0.996,92.85
18.9,50.5,577,1.656,1,0.985,89.36
20.74,57.0,764,1.413,3,1.022,90.31
21.3,63.5,2003,1.517,3,0.967,89.58
21.85,55.6,952,0.848,4,0.853,95.02
22.62,54.0,568,1.139,0,0.924,93.21
20.26,51.0,828,1.613,5,1.063,91.51
26.35,57.6,1950,1.703,2,0.868,86.24
19.61,63.5,894,1.167,3,0.874,90.95
20.21,72.2,721,1.362,4,0.92,88.21
17.26,50.9,469,1.196,3,1.022,89.08
21.74,41.1,1657,1.032,4,0.925,89.61
20.38,50.0,1523,0.467,3,0.793,87.33
18.37,54.1,542,0.765,3,0.823,90.49
14.3,58.4,548,0.61,5,0.738,84.98
20.22,54.2,627,1.057,6,1.058,91.93
29.42,56.0,2300,1.696,4,0.856,82.05
26.71,58.7,1404,1.28,0,0.755,85.22
22.88,39.3,400,1.127,1,0.837,91.09
21.98,56.4,988,0.835,4,0.862,94.16
21.73,59.5,609,1.077,5,1.086,94.43
24.91,44.9,738,0.813,1,0.79,88.69
17.8,57.2,896,0.812,3,0.879,90.03
21.34,65.8,833,0.972,1,0.84,89.49
18.59,63.0,786,1.104,6,1.089,90.25
26.0,35.7,1056,1.135,2,0.761,84.77
22.98,37.5,1213,1.176,2,0.938,89.12
20.24,40.0,536,0.878,0,0.709,88.38
24.33,65.4,1267,1.083,4,0.979,87.85
21.94,44.6,576,0.978,3,0.83,91.7
22.03,57.0,524,1.325,3,1.017,95.09
29.66,44.9,1419,1.994,5,1.026,79.59
21.8,45.6,1335,0.697,3,0.831,91.45
20.58,54.4,469,1.494,3,1.08,93.5
18.35,70.2,769,1.218,5,0.93,88.77
23.42,32.5,851,0.99,2,0.784,90.88
21.67,39.7,712,0.628,2,0.85,91.56
22.47,65.0,819,1.586,5,1.121,92.91
20.71,45.3,400,1.143,2,0.969,89.98
25.6,45.4,682,1.19,2,0.922,88.36
22.03,64.5,1126,1.173,3,0.908,92.31
16.92,63.0,786,1.326,5,1.069,87.81
21.39,65.5,939,1.211,2,0.93,90.01
23.39,50.2,1695,1.674,6,1.065,88.68
26.62,36.2,506,1.01,3,0.737,85.66
21.41,39.6,1007,1.652,6,1.156,89.27
25.26,54.5,807,1.174,7,1.112,91.72
20.94,51.5,1196,1.404,2,0.944,88.52
21.22,50.8,810,1.398,2,1.056,92.77
25.27,53.3,2641,1.201,3,0.813,86.05
23.72,50.3,468,1.056,2,0.935,91.03
17.22,58.3,400,0.973,3,0.947,89.88
22.29,50.8,821,0.856,3,0.929,94.13
22.17,46.1,855,1.141,3,0.968,92.71
29.26,47.6,1155,1.046,1,0.685,82.86
24.06,46.6,714,0.942,1,0.941,89.13
16.75,54.9,877,1.076,6,0.971,90.13
24.25,58.2,2281,1.09,3,0.86,86.04
21.97,70.0,1187,0.968,4,0.858,91.41
19.55,62.2,1020,1.035,4,0.965,90.69
17.54,60.3,615,1.914,4,1.153,88.43
20.21,43.1,1051,0.908,1,0.788,89.87
23.01,60.5,1358,1.133,3,0.944,90.15
22.7,57.7,1166,1.438,4,1.055,92.39
19.55,55.6,1028,0.532,0,0.682,88.85
24.75,67.4,844,1.233,2,0.989,87.94
21.22,58.6,558,0.793,2,0.887,93.94
21.56,44.5,970,0.918,2,0.828,89.95
22.85,53.0,1265,0.817,0,0.809,90.84
21.07,56.4,540,0.699,3,0.831,92.54
19.73,42.8,888,0.822,5,0.916,87.5
22.09,57.8,880,0.4,0,0.674,92.82
21.62,58.8,476,1.118,1,0.939,91.77
22.7,54.2,1235,1.412,4,1.007,92.81
24.58,49.5,2838,0.715,1,0.656,84.36
24.7,60.0,1430,1.35,0,0.904,87.42
26.77,49.1,1792,0.522,3,0.632,85.13
20.31,61.9,1030,1.209,1,0.984,88.81
21.83,53.4,1043,1.377,4,1.008,94.23
18.17,59.2,2030,1.519,0,0.771,83.73
22.19,63.9,1003,1.004,2,0.911,89.21
23.66,42.5,1256,1.04,1,0.69,88.94
25.37,37.2,658,0.912,7,1.064,90.13
19.94,35.8,439,1.138,5,0.984,91.02
28.83,62.9,1783,0.957,6,0.596,87.19
20.89,49.5,643,0.699,2,0.794,92.13
21.3,62.7,854,0.752,0,0.691,91.2
22.63,55.2,763,0.978,4,0.98,94.75
26.17,44.0,1007,1.394,2,0.847,85.48
21.95,54.7,541,1.165,3,1.001,92.75
23.67,42.1,796,1.479,8,1.162,91.24
25.84,40.4,1058,0.944,3,0.803,88.34
19.68,40.3,513,1.229,4,1.016,88.31
23.21,56.1,1163,1.272,3,1.0,92.18
22.25,71.7,1318,1.181,3,0.944,90.11
21.35,51.3,871,0.924,3,0.888,92.95
19.63,58.0,1012,1.01,0,0.83,88.25
23.77,54.7,691,1.364,1,0.946,91.66
25.14,51.8,442,1.211,2,0.965,89.37
20.33,49.2,688,0.913,0,0.793,91.43
25.82,49.5,796,0.805,4,0.872,90.34
18.1,59.5,602,0.918,1,0.843,87.9
20.14,56.6,894,0.846,3,0.904,93.31
24.67,36.7,765,0.781,1,0.772,87.28
22.78,49.1,535,1.494,5,1.141,91.54
16.2,45.6,638,0.893,6,0.926,87.04
23.85,56.4,709,1.289,1,0.929,92.4
25.92,55.8,871,1.404,8,1.16,90.96
21.35,60.9,815,1.146,0,0.841,91.05
22.0,55.4,1800,0.548,2,0.728,88.87
25.86,49.4,989,0.885,1,0.786,86.51
16.52,53.5,413,1.069,2,0.892,86.69
20.56,51.8,755,0.912,1,0.867,90.2
22.26,65.1,1161,0.962,3,0.953,90.2
15.85,58.8,546,0.762,1,0.774,87.6
20.77,65.6,1530,0.838,2,0.767,88.06
20.52,64.1,1018,1.142,4,0.924,91.64
20.21,69.7,1047,0.882,2,0.848,90.0
25.7,47.8,1454,0.923,1,0.747,84.55
23.98,44.9,1167,1.179,1,0.787,87.27
21.79,49.9,921,1.63,3,1.051,93.53
23.6,53.9,992,1.068,1,0.886,90.53
23.01,51.4,638,1.411,4,1.04,93.33
21.32,68.5,549,1.545,2,0.979,92.54
22.63,48.8,589,1.484,7,1.173,92.61
21.34,58.8,944,1.617,0,0.964,91.05
23.13,47.0,400,1.007,6,1.075,92.37
20.03,64.3,1478,1.092,3,0.793,87.44
16.85,52.4,853,1.027,4,1.027,87.84
22.4,75.9,1158,1.669,4,0.97,88.16
27.08,38.9,1011,0.985,3,0.837,84.98
25.67,55.6,1860,0.937,1,0.742,86.11
22.05,54.6,835,0.818,5,0.881,95.64
20.91,69.7,1104,1.336,4,0.898,89.71
19.53,60.6,1761,1.139,5,0.906,89.56
24.08,56.2,1139,1.292,5,1.084,91.06
17.94,60.8,709,0.956,5,0.925,88.36
19.8,43.3,845,0.594,0,0.674,87.91
24.72,54.3,1279,0.996,0,0.809,89.0
18.44,55.3,438,1.161,2,0.969,90.51
22.56,56.0,1104,1.254,3,0.993,94.03
22.55,56.8,400,1.337,4,1.015,93.86
23.69,41.1,692,0.748,4,0.787,90.87
17.78,49.5,748,0.829,1,0.851,88.82
24.72,61.9,1621,1.405,3,1.028,86.3
21.39,49.2,827,0.91,2,0.868,91.79
23.8,65.0,1425,1.689,2,0.884,91.82
16.49,66.5,571,1.002,0,0.741,85.76
19.3,42.7,505,0.904,3,0.907,89.35
25.72,58.5,666,1.364,3,0.996,90.21
21.71,55.0,954,0.889,2,0.926,92.12
25.55,45.2,645,1.103,1,0.913,86.84
16.83,56.0,1120,1.005,3,0.883,86.49
15.61,64.6,722,0.855,3,0.695,85.79
22.51,44.3,867,1.414,3,0.98,91.1
19.4,55.4,1053,0.693,4,0.844,91.2
19.97,59.0,681,0.929,6,0.982,92.11
17.77,63.2,1522,1.257,1,0.857,82.76
18.16,50.9,682,1.097,1,0.913,89.06
19.38,49.3,633,1.632,2,0.97,88.31
19.07,46.5,802,1.006,1,0.904,87.77
20.91,48.2,825,1.848,5,1.134,91.25
21.72,48.8,472,1.306,5,1.087,92.7
20.6,67.9,1049,1.362,4,1.032,90.24
21.47,46.2,697,1.309,2,0.937,92.65
23.32,43.4,1068,1.154,1,0.933,87.15
21.33,64.6,636,0.829,2,0.833,90.55
28.4,43.2,1348,1.208,2,0.868,79.8
22.48,50.3,743,0.601,2,0.774,91.84
24.7,53.3,1588,1.287,3,1.007,88.57
20.12,51.9,426,1.002,3,0.904,92.11
27.15,55.8,933,0.758,2,0.89,85.49
24.44,50.8,1208,1.055,4,0.899,90.55
17.21,74.5,611,1.363,3,0.994,83.36
21.65,53.0,933,1.219,5,1.026,93.05
26.22,54.7,2292,1.16,5,0.896,85.53
23.29,48.6,935,1.238,3,0.979,91.97
23.24,62.3,1112,0.4,5,0.751,91.32
21.11,47.8,482,0.974,2,0.773,90.39
19.79,50.2,867,1.645,5,1.229,91.53
25.37,48.5,1044,1.244,2,0.931,87.56
20.72,64.3,1487,1.126,1,0.644,88.89
21.11,41.8,682,1.11,3,0.95,91.84
22.73,58.4,1111,0.765,2,0.851,92.53
23.23,69.3,1150,1.34,5,0.949,89.89
21.41,66.6,1697,1.531,4,0.92,90.62
29.08,43.1,2625,1.347,6,0.762,76.88
21.04,64.0,1716,0.783,2,0.814,90.66
15.58,58.6,456,0.975,8,1.016,87.36
27.15,36.8,1125,1.325,3,0.966,80.52
22.53,57.2,582,0.829,3,0.942,94.26
22.3,47.9,594,1.059,5,0.997,92.61
21.77,70.9,914,1.227,2,0.791,90.49
23.76,46.0,1788,0.562,6,0.792,87.08
22.27,60.1,1677,1.36,2,0.94,92.59
23.8,71.6,987,1.828,5,1.057,92.28
20.7,47.4,657,0.477,1,0.767,91.87
21.21,45.3,946,0.976,2,0.913,90.92
21.02,59.3,937,0.896,3,0.923,92.99
21.85,44.1,651,1.229,4,0.99,92.2
21.31,62.1,675,0.851,2,0.883,92.66
26.49,52.8,1056,1.611,3,1.104,87.83
28.7,44.5,794,1.111,2,0.693,86.67
19.58,82.2,1430,1.31,2,0.835,82.79
20.27,66.4,522,0.806,2,0.92,89.21
26.05,48.0,1220,1.129,6,0.913,87.86
17.25,66.1,742,1.357,2,0.995,86.59
22.07,53.9,605,0.731,1,0.858,92.8
22.39,47.3,707,0.521,2,0.715,92.29
25.07,59.3,1162,1.231,1,0.932,87.79
26.87,71.0,1796,1.993,3,0.713,84.15
18.25,51.3,598,1.721,3,1.074,90.56
19.42,48.4,1032,1.319,2,0.946,89.27
16.37,48.8,1053,1.181,3,0.973,88.7
27.61,69.3,1695,1.227,2,0.576,84.25
21.15,41.3,400,0.544,4,0.797,93.47
17.32,77.8,757,1.652,3,0.911,84.38
17.3,71.3,1512,0.817,2,0.679,80.19
19.28,56.1,796,0.963,0,0.798,89.23
20.26,63.3,861,1.016,1,0.836,89.21
20.17,70.2,682,1.364,3,0.977,87.82
22.73,47.3,717,1.082,2,0.937,89.43
22.99,58.6,2357,1.182,0,0.816,87.61
25.49,50.1,2243,1.536,3,0.921,81.9
24.17,47.4,907,1.298,5,1.032,91.98
24.69,53.5,2706,0.99,0,0.588,86.99
17.76,72.8,912,1.163,2,0.875,84.27
20.64,48.5,870,1.021,4,0.957,92.16
23.02,50.0,504,0.656,8,1.001,93.77
26.43,64.3,1118,1.208,1,0.803,87.03
18.06,52.6,1091,1.269,1,0.941,86.8
21.06,63.0,788,1.151,4,1.002,91.82
23.17,56.5,781,0.967,1,0.865,92.71
17.32,57.8,941,0.63,3,0.777,88.3
24.35,35.3,660,1.543,5,1.03,86.09
16.39,66.1,568,1.284,2,0.944,87.04
21.84,49.9,811,0.91,2,0.869,91.56
18.47,62.7,873,0.603,4,0.785,89.26
21.47,57.0,1206,1.188,5,1.06,93.52
21.12,65.7,1085,1.28,4,0.925,90.99
25.72,58.9,1052,0.981,3,0.886,91.33
19.72,46.7,400,0.606,6,0.94,91.93
20.03,75.1,1333,1.134,0,0.74,84.92
22.01,73.3,2293,1.234,1,0.498,86.15
19.13,49.1,1081,1.504,4,1.081,89.84
21.09,70.8,781,1.179,4,1.031,90.51
19.41,51.0,534,1.478,7,1.211,92.35
22.34,52.1,695,1.101,2,0.85,92.5
21.71,59.2,818,1.062,3,1.039,93.2
21.05,51.5,1057,0.54,5,0.801,92.24
22.41,60.6,1353,0.909,1,0.745,88.2
18.9,55.2,955,0.878,4,0.957,91.95
14.9,57.2,902,0.948,1,0.787,84.51
20.03,30.0,400,1.289,2,0.908,86.87
20.61,33.6,400,1.369,5,0.99,88.02
18.11,52.1,648,0.683,0,0.824,87.56
21.52,60.9,1219,1.369,0,0.893,89.08
22.17,52.3,837,1.03,2,0.85,93.83
14.0,73.8,782,0.611,3,0.736,83.94
20.66,52.1,580,1.239,2,0.979,91.76
18.71,68.7,867,1.07,4,0.993,87.52
20.0,52.1,837,0.602,3,0.86,90.04
19.73,65.2,1148,1.226,0,0.973,88.61
21.69,43.9,706,0.4,0,0.66,89.7
25.57,55.6,1014,0.886,1,0.811,87.88
22.6,51.2,1574,1.018,3,0.904,90.45
17.83,55.0,725,0.932,2,0.876,88.94
22.98,68.8,1315,1.505,5,1.073,87.35
25.25,46.4,884,1.052,4,0.811,87.88
24.38,54.2,1457,0.951,5,0.918,90.65
25.05,59.0,1256,1.366,2,0.949,87.74
22.6,57.4,591,1.275,1,0.943,92.67
20.72,56.5,641,1.123,3,0.936,92.61
19.54,62.5,655,1.784,4,1.135,91.4
18.49,48.4,971,0.891,0,0.777,86.78
24.56,48.8,1225,1.378,4,1.027,89.65
29.19,32.3,704,1.04,7,0.85,84.65
27.39,63.0,1113,1.014,1,0.738,84.25
19.65,71.4,949,1.105,4,1.005,90.29
17.01,59.7,460,0.979,2,0.883,85.9
20.09,58.8,922,1.022,4,0.998,90.95
19.39,63.8,820,0.96,1,0.852,87.02
21.28,73.7,1185,0.828,4,0.77,87.77
20.58,58.9,698,1.483,2,1.025,91.33
26.19,41.3,830,1.519,4,1.0,88.37
28.81,46.7,1352,1.718,1,0.853,82.41
17.09,51.4,822,0.533,4,0.828,87.94
23.58,73.2,2094,1.288,6,0.828,82.62
23.62,49.2,583,0.945,3,0.914,90.25
22.53,33.9,579,1.034,4,0.817,90.27
26.88,52.7,850,0.63,4,0.798,89.7
19.39,65.6,1563,0.633,3,0.739,86.28
25.88,61.6,596,0.953,0,0.874,88.62
23.57,57.7,400,1.078,4,1.043,91.57
22.44,56.0,823,0.802,3,0.846,93.19
22.16,60.8,1322,1.142,5,0.988,91.85
20.88,42.0,785,1.064,4,0.965,92.53
18.21,75.5,1335,1.037,1,0.725,83.86
25.23,41.6,2070,0.879,6,0.819,81.94
21.45,70.8,878,1.171,5,0.948,92.64
23.99,64.0,1011,1.194,5,1.099,92.72
19.88,62.3,821,1.165,3,0.947,90.17
19.64,54.4,802,1.034,6,1.052,91.97
25.03,55.3,831,0.908,7,0.93,93.12
18.97,58.6,899,0.977,1,0.899,91.0
19.65,51.7,550,1.457,4,1.132,92.02
20.43,57.3,1090,0.978,5,0.919,90.63
18.19,69.5,907,1.093,2,0.835,87.74
18.32,41.9,411,1.182,1,0.917,87.2
17.35,50.1,517,0.921,3,0.902,87.28
25.1,64.5,2848,0.673,1,0.597,83.78
24.1,48.9,1285,1.153,6,1.001,90.99
25.13,62.7,1097,1.149,2,0.989,89.59
17.48,73.0,1229,1.0,5,0.815,83.38
20.11,38.8,859,0.619,2,0.919,89.0
22.62,58.2,1377,1.282,4,1.043,90.66
19.63,59.8,472,1.569,1,1.042,90.02
20.96,43.1,509,1.052,2,0.843,91.92
25.43,54.3,941,1.11,5,1.038,89.64
24.73,41.7,653,1.232,4,1.027,87.34
18.85,64.9,622,1.495,5,0.989,90.6
18.6,52.7,556,1.1,3,0.909,89.99
18.56,44.4,721,1.089,3,0.957,89.53
22.81,48.3,901,1.832,6,1.149,92.41
21.13,50.7,400,1.424,5,1.085,93.22
20.37,42.5,411,1.175,3,1.009,90.69
24.07,54.1,1473,1.221,5,0.944,90.76
15.73,48.3,451,1.313,7,1.041,85.62
21.51,49.5,400,1.352,2,0.97,94.48
30.88,40.4,2801,1.354,1,0.575,74.62
22.7,61.9,984,1.388,5,0.987,91.23
23.79,53.3,630,1.11,3,0.948,92.15
16.37,61.3,665,0.668,2,0.688,86.78
21.06,74.5,1319,1.469,3,0.895,89.65
16.38,66.2,588,0.979,1,0.83,86.19
22.22,65.1,1574,1.6,7,1.128,90.87
15.86,48.6,400,1.203,2,0.855,83.94
20.53,54.1,927,0.633,0,0.768,91.51
22.0,66.6,1106,0.913,0,0.747,87.77
24.86,45.5,591,0.608,0,0.798,89.17
19.12,55.1,467,1.133,3,0.968,90.42
28.67,32.9,999,1.15,1,0.461,82.59
22.29,62.2,1089,1.541,0,0.979,89.88
19.47,71.4,1455,1.28,6,0.933,86.54
16.25,67.5,1152,0.865,8,0.906,85.25
22.59,33.3,723,0.803,5,0.906,91.11
23.64,47.8,1562,1.352,2,0.835,87.47
21.54,60.4,839,1.021,3,0.942,93.27
18.8,36.0,558,0.4,0,0.677,84.85
16.69,43.5,595,0.912,2,0.842,85.37
18.05,51.9,750,1.015,5,0.98,90.07
24.9,50.1,494,0.92,3,0.96,90.17
19.67,46.7,676,1.754,3,1.019,89.09
21.99,42.3,1141,1.292,5,0.973,92.52
26.08,47.5,920,1.634,5,1.065,88.64
15.34,65.0,552,1.324,4,0.959,86.01
16.78,62.0,778,1.163,4,0.947,87.45
26.49,55.3,1238,1.5,8,1.184,90.72
24.75,54.7,1272,1.206,3,0.958,89.4
28.5,42.3,1718,1.084,0,0.632,78.94
21.44,50.2,987,1.093,1,0.896,91.89
26.41,61.9,2527,1.236,3,0.804,81.38
24.11,47.6,952,1.045,0,0.848,90.45
22.38,50.4,773,1.197,6,1.007,94.12
19.45,53.9,554,0.826,1,0.88,89.27
21.41,61.2,1096,0.8,5,0.919,91.85
24.83,43.9,1416,1.174,3,0.937,85.72
23.07,53.9,1167,1.158,2,0.894,92.49
15.92,65.2,624,1.295,4,0.847,86.88
20.96,65.8,1108,1.175,3,0.791,90.09
27.05,43.9,912,0.761,4,0.747,87.17
20.25,51.9,620,1.09,1,0.923,90.79
15.27,65.0,400,1.33,6,1.076,87.14
21.51,68.0,1098,1.619,3,1.011,91.1
14.91,60.1,1172,1.162,2,0.762,84.89
22.99,63.6,1093,1.925,3,0.994,90.5
25.01,59.9,926,1.043,5,1.055,90.09
22.43,57.9,525,1.333,4,1.001,94.07
21.81,58.7,814,0.942,2,0.979,94.11
20.61,77.3,1754,0.872,7,0.989,89.21
20.7,56.4,1190,0.494,2,0.842,92.63
20.28,58.4,982,1.063,3,0.954,91.48
25.2,55.3,1142,1.187,7,1.05,90.44
22.52,49.6,407,0.686,2,0.844,91.43
21.67,49.9,915,0.903,1,0.882,93.15
23.84,66.7,832,1.258,0,0.836,86.37
17.58,53.0,989,0.788,1,0.747,89.21
22.11,55.3,676,1.7,3,1.064,93.39
22.34,50.8,1008,1.447,7,1.118,95.93
19.71,67.6,1200,1.401,3,1.03,88.02
21.44,64.5,1488,1.581,4,0.967,91.01
21.68,31.4,400,0.906,1,0.789,92.19
24.44,40.3,668,0.944,5,1.001,88.96
20.18,60.9,956,1.364,5,1.126,91.3
21.9,38.7,604,1.03,4,0.944,90.31
19.79,67.9,989,0.85,2,0.829,87.12
27.79,56.6,2050,0.862,1,0.553,82.14
19.96,58.5,782,0.944,2,0.937,90.41
19.62,55.2,1175,0.607,3,0.862,89.36
26.14,49.8,885,1.414,1,0.848,87.59
21.93,45.0,400,1.038,0,0.923,91.38
21.96,65.8,2226,1.146,5,0.809,86.58
23.2,50.3,430,1.603,2,1.064,91.41
26.15,56.7,850,1.267,7,1.085,92.24
26.61,46.2,797,1.165,3,0.907,85.72
25.6,59.2,652,1.322,3,0.991,91.09
22.11,57.3,1495,1.384,2,0.887,90.38
21.82,50.8,433,1.07,7,1.099,94.93
16.86,59.0,670,1.134,1,0.867,88.09
17.72,45.2,932,0.696,2,0.728,88.77
28.31,42.6,1252,1.445,5,0.848,85.15
18.01,51.4,720,1.599,2,0.988,88.13
20.52,60.3,1137,1.295,2,0.924,89.52
20.4,58.4,1392,1.005,3,0.906,89.43
18.92,75.6,1136,1.458,3,0.874,89.35
22.26,40.3,400,1.443,4,1.095,90.9
22.62,42.4,526,1.384,7,1.119,92.97
20.14,63.1,990,1.069,7,1.026,90.71
20.64,68.1,1212,1.125,6,0.972,88.49
22.87,53.3,1566,1.456,6,1.139,91.81
14.0,69.0,573,0.987,4,0.698,82.46
22.78,60.9,957,1.581,5,1.181,92.53
23.63,58.4,1665,1.422,3,1.01,87.29
24.97,54.2,2254,1.436,2,0.872,85.53
28.99,30.0,1134,0.874,6,0.848,85.31
22.76,46.7,733,0.869,2,0.85,90.49
21.01,48.5,827,1.173,1,0.927,91.81
17.03,62.2,898,1.271,4,0.96,84.02
26.72,60.7,3000,2.0,1,0.815,78.11
15.41,60.4,771,1.005,4,0.857,84.24
21.19,49.0,619,1.013,5,0.997,93.95
20.54,53.4,983,1.008,5,1.013,93.56
19.24,46.3,713,1.144,1,0.949,87.63
26.03,70.3,1238,1.663,0,0.72,84.82
25.23,44.0,1325,0.802,2,0.819,88.16
19.57,55.0,1531,1.012,7,0.94,92.44
20.84,70.4,596,1.083,2,0.738,88.87
26.61,52.9,535,0.793,0,0.707,85.32
24.8,60.5,1075,1.001,4,0.978,88.96
18.61,62.3,943,0.998,4,0.941,90.04
22.31,59.6,602,1.321,5,1.059,95.43
22.96,60.0,1012,1.398,3,1.021,91.7
18.56,65.8,467,1.202,2,0.927,87.15
20.66,57.8,660,1.254,3,1.028,94.08
20.15,69.5,1124,1.317,6,0.918,90.29
26.2,57.1,1110,0.746,3,0.798,87.09
25.28,55.7,400,1.449,5,1.107,91.15
21.1,65.3,1303,0.918,5,0.818,91.87
18.2,57.6,687,0.818,3,0.839,89.44
25.93,63.8,1825,0.677,0,0.566,84.93
22.5,54.3,759,1.674,4,1.104,92.6
23.63,63.2,1196,1.92,2,0.998,87.62
20.18,47.4,1252,1.262,2,0.892,88.22
19.41,70.6,1157,1.54,3,0.928,86.89
23.53,56.6,812,1.092,1,0.886,91.66
23.48,61.1,1627,1.329,3,0.949,89.58
26.66,59.8,2291,1.592,3,0.948,87.33
23.16,61.5,710,0.823,0,0.701,89.76
21.68,52.0,482,1.147,3,1.002,93.0
25.55,71.5,1854,1.002,4,0.73,82.65
22.03,52.7,622,0.965,2,0.922,94.16
24.41,57.9,2246,1.32,4,0.978,88.28
21.08,45.7,573,0.851,0,0.761,89.69
18.97,73.0,1179,1.016,4,0.925,90.24
16.14,62.6,1133,1.0,0,0.675,83.32
20.76,68.4,1172,0.714,7,0.909,92.3
18.24,55.8,476,0.76,2,0.84,90.67
23.91,65.9,1083,0.875,4,0.878,87.94
23.52,56.1,1131,1.088,3,0.884,92.05
21.46,65.8,2480,1.16,3,0.81,80.85
22.77,48.0,1114,1.203,2,0.997,91.65
24.71,52.9,719,1.244,4,0.992,90.33
24.88,60.7,1167,1.023,3,0.914,89.54
23.09,58.8,1166,1.099,5,1.027,92.84
19.98,80.7,1692,0.833,3,0.658,86.64
24.32,49.7,540,0.822,4,0.979,91.71
16.74,45.4,645,0.918,2,0.811,86.14
20.52,42.0,768,0.783,2,0.818,89.13
23.04,51.6,694,0.521,3,0.781,92.33
22.24,49.8,559,1.1,4,0.999,92.39
22.29,70.6,1606,1.125,4,0.857,88.31
22.15,55.3,1499,0.821,3,0.857,91.56
25.57,55.0,997,0.648,0,0.694,87.98
28.23,52.8,1056,1.285,1,0.774,83.3
21.01,46.7,421,0.45,0,0.72,89.04
25.06,42.9,1085,1.368,3,1.05,83.82
21.1,57.0,750,1.458,7,1.2,94.16
26.35,30.5,650,1.067,4,0.997,85.57
16.82,42.4,824,0.798,0,0.762,81.42
18.69,61.5,593,1.164,1,0.934,88.66
16.77,73.2,1029,0.999,2,0.82,83.75
26.39,57.1,1952,0.979,3,0.864,83.54
23.21,48.7,837,0.919,4,0.993,91.63
18.04,63.8,912,1.018,4,0.887,89.56
20.91,49.4,927,1.23,2,0.987,90.53
20.22,54.7,643,1.533,4,1.107,92.65
22.04,45.9,1011,0.874,1,0.802,91.52
24.32,56.8,420,1.124,3,0.9,90.63
20.98,57.4,441,0.4,0,0.638,92.21
22.85,30.0,400,0.426,2,0.661,88.54
27.87,48.0,1131,1.4,3,0.812,85.18
21.36,64.5,1231,1.209,3,0.903,93.41
20.96,64.7,884,1.494,1,1.003,91.44
26.3,56.0,849,1.324,2,0.914,87.22
22.1,50.2,788,1.362,4,1.064,93.22
18.62,47.5,690,1.123,2,0.884,90.83
26.77,58.9,1055,0.974,2,0.831,86.12
21.0,68.0,1559,1.136,4,0.914,88.71
24.47,53.5,1207,1.297,4,0.938,91.72
19.66,50.4,631,0.845,0,0.781,90.03
24.03,56.7,640,1.08,3,0.909,92.27
22.55,44.1,455,1.235,0,0.91,91.0
21.3,52.4,781,1.157,6,1.076,94.14
17.2,67.5,400,1.531,0,0.905,84.18
29.31,45.1,2014,1.462,3,0.753,81.16
20.92,47.8,987,0.921,1,0.848,90.07
23.61,45.0,735,1.117,2,0.936,89.53
20.53,71.1,1016,1.041,3,0.83,91.25
23.36,43.9,944,1.144,0,0.814,88.68
27.38,64.7,1145,0.889,3,0.696,88.06
17.72,71.8,769,1.596,2,0.949,86.13
21.66,67.6,982,1.23,5,1.113,91.62
20.33,44.2,400,1.226,4,0.984,88.67
25.18,49.7,587,0.444,8,0.955,93.41
23.58,55.0,1115,0.694,1,0.793,90.9
27.23,57.0,997,0.825,1,0.811,84.28
21.05,75.6,1153,0.821,2,0.675,89.58
22.79,41.9,868,1.411,4,1.105,91.06
19.61,51.9,400,1.038,4,0.973,90.6
19.31,76.0,1499,0.608,0,0.786,85.61
