temperature,humidity,co2,feed,age_week,survival_rate,daily_gain
24.75,43.59,1414,0.547,3,67.68,50.0
24.98,52.85,2164,1.081,5,88.3,93.68
25.4,50.24,1686,1.104,8,81.95,85.96
27.26,79.39,854,1.836,3,60.0,40.0
13.16,55.04,1423,1.816,2,60.0,40.0
19.33,68.19,2043,0.492,2,60.55,40.0
22.79,73.67,687,1.752,2,60.0,40.0
18.77,64.53,1621,1.379,4,77.38,65.36
28.89,81.9,1754,0.426,4,60.0,40.0
21.65,74.14,1726,1.011,4,60.0,40.0
27.37,52.01,840,1.821,3,75.51,73.13
29.04,82.29,2052,0.973,5,60.0,40.0
22.1,58.85,1116,1.482,6,94.06,114.33
30.19,31.24,683,1.305,1,60.0,40.0
23.74,44.3,733,1.344,9,76.64,69.87
29.01,64.2,1332,1.169,3,60.0,40.0
18.81,38.62,664,1.172,2,60.0,40.0
21.98,62.12,1847,1.844,2,80.54,83.41
22.63,49.89,1985,1.062,5,88.0,98.05
14.1,59.39,621,0.706,5,60.0,40.0
19.97,30.1,1896,1.072,1,60.0,40.0
30.35,76.66,2170,1.573,5,60.0,40.0
24.62,49.91,649,1.16,2,90.18,101.13
15.55,37.71,1760,1.571,9,60.0,40.0
18.78,54.09,2199,0.784,3,84.25,91.81
15.83,56.74,1875,1.332,9,71.13,54.43
12.5,65.06,1409,1.783,6,60.0,40.0
30.55,58.85,2016,1.247,9,60.0,40.0
20.96,32.39,1733,1.419,5,60.0,40.0
18.15,77.93,1068,1.486,2,60.0,40.0
23.97,55.11,959,1.583,6,96.14,109.95
12.15,34.23,1420,0.96,5,60.0,40.0
17.56,72.51,1197,1.403,8,60.0,40.0
26.06,66.31,1127,1.066,4,67.15,52.98
24.68,65.72,885,1.026,2,76.99,69.75
31.64,53.48,1952,1.16,2,60.0,40.0
24.41,52.58,1728,1.053,7,86.55,99.05
21.55,59.5,1130,0.441,3,90.53,103.19
27.23,32.78,980,1.587,7,60.0,40.0
30.07,46.44,805,1.335,2,60.0,40.0
26.41,84.33,780,0.62,1,60.0,40.0
31.26,66.42,1601,0.818,7,60.0,40.0
27.64,53.04,774,1.378,4,81.49,71.82
29.34,42.23,2136,1.229,6,60.0,40.0
14.28,70.99,1047,1.557,1,60.0,40.0
26.65,44.32,641,1.183,2,65.93,51.97
20.8,38.93,1969,1.751,1,60.0,40.0
23.06,38.5,1188,0.524,3,60.0,40.0
25.08,70.11,1149,1.381,3,60.0,40.0
31.4,65.35,790,0.994,4,60.0,40.0
31.69,33.84,1657,0.891,3,60.0,40.0
17.76,36.33,1174,1.91,5,60.0,40.0
26.68,64.86,1917,1.782,9,65.65,44.93
27.0,61.41,1609,0.694,1,74.84,65.88
18.93,67.73,2008,0.492,9,60.0,40.0
14.48,39.79,1596,1.788,4,60.0,40.0
12.82,69.96,1847,0.671,6,60.0,40.0
27.55,81.49,1714,1.885,7,60.0,40.0
21.79,63.06,1340,0.844,7,82.13,84.68
31.71,40.79,1702,1.059,9,60.0,40.0
21.3,67.37,1662,0.472,9,65.41,43.9
31.56,48.87,611,1.26,1,60.0,40.0
20.23,32.71,1718,0.702,4,60.0,40.0
27.87,46.63,1019,1.09,5,67.21,49.13
13.7,79.81,1467,1.871,5,60.0,40.0
23.11,52.61,778,0.804,9,90.96,101.85
28.04,77.56,637,1.416,6,60.0,40.0
30.49,57.98,624,0.723,4,60.0,40.0
28.45,58.43,853,1.376,9,72.06,56.67
12.74,30.29,632,0.863,7,60.0,40.0
19.45,65.04,812,1.491,8,78.84,75.19
12.97,35.93,1495,1.633,6,60.0,40.0
14.19,56.33,1240,1.809,1,60.0,40.0
25.51,44.32,2169,1.87,9,69.05,50.03
26.27,51.58,1894,0.786,7,79.71,75.55
27.47,59.54,835,0.606,2,77.72,69.45
29.31,30.8,1267,0.478,3,60.0,40.0
26.79,45.65,1290,1.553,4,67.44,52.63
28.02,84.43,1179,0.699,3,60.0,40.0
12.98,33.16,1393,1.68,6,60.0,40.0
16.69,47.57,1672,1.944,5,68.08,49.57
24.44,47.68,1625,0.637,2,82.51,81.62
29.16,50.87,1171,0.853,7,62.4,40.0
12.09,67.66,1728,1.239,3,60.0,40.0
22.29,43.63,1063,1.089,2,76.92,71.43
25.55,55.31,1937,1.082,9,84.87,88.35
12.59,65.47,2143,0.747,3,60.0,40.0
20.03,47.73,1072,1.823,3,83.84,88.8
29.91,82.18,1856,1.491,7,60.0,40.0
25.43,83.88,1901,0.646,7,60.0,40.0
16.75,36.58,1385,0.407,2,60.0,40.0
29.06,48.91,740,1.62,1,60.0,40.0
18.96,41.44,1858,0.425,8,60.0,40.0
29.07,40.27,1252,1.809,5,60.0,40.0
17.98,57.0,933,1.247,5,87.85,94.37
23.81,61.01,1603,1.888,4,83.66,88.85
19.94,53.41,1299,1.635,6,91.34,105.76
17.5,44.99,740,1.831,7,70.28,54.96
29.73,45.32,2174,1.59,1,60.0,40.0
15.75,84.57,991,1.323,3,60.0,40.0
13.7,80.8,1418,0.677,9,60.0,40.0
18.84,34.17,1668,1.564,2,60.0,40.0
26.35,66.11,784,1.348,9,66.93,52.21
28.15,55.13,1783,1.127,4,72.86,64.75
31.97,67.88,1637,1.294,2,60.0,40.0
17.93,62.83,1390,0.772,6,73.84,65.57
20.16,78.91,1445,1.047,6,60.0,40.0
14.74,33.68,2128,0.599,4,60.0,40.0
23.5,49.23,2057,1.056,8,83.99,84.32
31.95,84.2,779,1.147,1,60.0,40.0
26.02,40.03,1190,1.772,2,60.0,40.0
23.9,37.0,1427,1.243,6,60.0,40.0
19.85,70.09,2072,1.854,6,60.0,40.0
30.31,72.76,1907,1.949,7,60.0,40.0
21.94,66.98,1218,0.478,8,66.94,53.67
14.69,72.69,2018,1.355,9,60.0,40.0
19.31,68.15,1205,0.879,5,64.19,42.66
13.34,37.47,1034,1.762,5,60.0,40.0
16.04,63.45,1576,1.191,9,62.89,40.0
12.35,72.73,1169,0.525,9,60.0,40.0
21.07,77.6,1596,0.744,1,60.0,40.0
24.69,43.54,1255,1.478,5,73.86,56.79
18.87,37.01,1873,0.527,9,60.0,40.0
20.41,72.96,2127,1.007,1,60.0,40.0
31.18,44.11,1032,1.795,9,60.0,40.0
27.04,31.76,1416,0.447,7,60.0,40.0
22.82,75.39,1759,1.514,2,60.0,40.0
17.69,57.83,854,1.481,6,85.62,90.52
29.94,47.96,1873,0.913,4,60.0,40.0
16.7,30.63,1533,0.58,4,60.0,40.0
18.51,31.94,840,0.564,6,60.0,40.0
30.18,73.59,1989,1.951,7,60.0,40.0
22.59,56.93,1283,1.483,9,94.13,113.1
26.85,38.23,883,1.002,4,60.0,40.0
23.81,49.72,913,1.734,2,85.5,96.37
25.07,39.09,1857,0.565,8,60.0,40.0
17.99,36.21,2097,0.603,4,60.0,40.0
16.83,45.2,1205,0.716,7,64.22,41.22
18.45,60.22,726,1.622,8,87.56,94.45
15.11,41.55,761,1.054,1,60.0,40.0
29.49,48.9,1647,1.428,4,60.0,40.0
17.66,56.29,1193,0.772,1,86.33,91.68
23.23,53.1,1282,1.644,6,92.7,109.02
27.84,37.07,1139,1.683,8,60.0,40.0
27.68,32.14,1345,1.061,6,60.0,40.0
20.77,31.95,1630,0.735,3,60.0,40.0
21.53,49.26,1466,1.408,9,90.29,95.6
31.89,69.53,863,0.81,1,60.0,40.0
25.49,37.22,1386,0.637,2,60.0,40.0
28.29,73.28,1337,1.385,4,60.0,40.0
30.05,69.36,1473,1.221,9,60.0,40.0
27.75,30.22,777,1.654,9,60.0,40.0
15.7,31.47,846,0.868,6,60.0,40.0
23.24,40.73,1448,0.76,9,60.0,40.0
14.04,33.09,1041,1.425,9,60.0,40.0
25.06,59.22,1606,1.522,6,87.78,95.12
31.11,32.18,1196,1.061,2,60.0,40.0
22.25,74.15,953,1.108,9,60.0,40.0
20.66,57.11,1650,0.598,6,90.36,100.22
12.72,70.04,1230,1.151,2,60.0,40.0
31.2,71.29,852,1.938,8,60.0,40.0
14.06,57.87,1894,0.582,4,60.0,40.0
12.82,80.89,1291,1.309,8,60.0,40.0
16.92,84.46,2064,0.429,3,60.0,40.0
13.31,49.76,909,0.921,1,60.0,40.0
21.1,36.92,2002,1.618,5,60.0,40.0
22.32,49.98,1905,1.307,5,89.14,102.24
18.25,42.28,766,0.53,8,60.0,40.0
13.02,59.21,1451,1.123,2,60.0,40.0
14.23,50.81,1646,0.527,9,60.0,40.0
19.69,56.42,1393,0.998,2,95.57,106.47
13.21,71.98,1224,1.63,9,60.0,40.0
25.96,45.07,2110,0.813,7,65.23,45.51
16.14,59.56,1721,1.125,4,71.81,63.41
18.04,48.43,2145,1.201,9,73.78,66.05
19.88,73.17,1954,1.765,4,60.0,40.0
20.33,65.17,1907,0.594,6,71.48,60.21
12.03,30.47,1761,1.281,1,60.0,40.0
14.24,66.3,1634,0.449,1,60.0,40.0
29.26,39.36,2019,0.549,4,60.0,40.0
12.02,69.85,1581,0.753,3,60.0,40.0
22.16,61.2,720,1.552,3,89.35,98.82
21.79,52.08,1532,0.466,4,87.46,107.54
18.66,68.17,765,1.912,6,62.75,40.0
20.63,77.11,2119,1.084,2,60.0,40.0
27.61,72.83,1635,1.742,7,60.0,40.0
28.82,60.0,1489,0.755,8,62.38,40.0
17.21,69.75,917,0.94,8,60.0,40.0
18.45,52.77,1425,1.563,2,85.8,89.52
16.85,73.4,1148,1.007,8,60.0,40.0
21.6,75.6,1681,1.212,2,60.0,40.0
25.67,37.55,1567,1.695,1,60.0,40.0
16.57,43.09,1399,1.442,7,60.0,40.0
18.61,44.85,1004,1.737,7,75.77,65.15
30.61,39.13,1441,0.538,2,60.0,40.0
12.97,51.59,1339,1.373,4,60.0,40.0
21.22,40.62,1962,1.362,4,63.96,40.0
26.23,62.75,2031,1.371,7,71.98,61.86
15.01,35.59,1815,1.342,5,60.0,40.0
12.95,44.85,1111,1.558,6,60.0,40.0
14.76,66.6,661,1.75,1,60.0,40.0
30.38,51.92,2081,0.767,9,60.0,40.0
12.19,53.18,2187,0.567,6,60.0,40.0
15.77,73.89,803,0.518,7,60.0,40.0
12.63,84.15,1697,0.653,5,60.0,40.0
14.21,61.08,1280,1.45,3,60.0,40.0
24.4,34.35,838,1.066,7,60.0,40.0
16.83,35.66,2197,0.959,3,60.0,40.0
23.38,83.27,2093,1.856,2,60.0,40.0
23.8,67.36,2172,1.84,5,67.46,44.51
28.99,71.39,830,1.262,4,60.0,40.0
12.09,67.17,1387,1.134,9,60.0,40.0
29.07,39.88,2033,0.833,6,60.0,40.0
24.38,54.66,1680,1.136,4,90.85,102.68
15.25,73.89,1295,1.057,1,60.0,40.0
27.46,77.65,1427,0.411,4,60.0,40.0
29.11,43.05,662,1.614,2,60.0,40.0
17.09,62.78,1578,1.102,2,70.85,57.42
30.38,38.64,1976,0.757,3,60.0,40.0
21.09,82.71,604,1.466,6,60.0,40.0
24.07,43.87,856,1.116,1,75.79,67.48
31.69,69.96,1429,0.902,2,60.0,40.0
19.23,42.71,1498,0.769,1,67.99,49.98
28.26,63.88,1149,0.495,9,60.0,40.0
18.37,66.26,645,1.205,9,70.62,50.57
27.98,48.06,1790,1.001,3,67.26,47.92
24.01,75.04,989,0.465,5,60.0,40.0
16.33,78.7,1631,1.7,3,60.0,40.0
20.28,77.03,1495,1.693,5,60.0,40.0
18.35,48.19,1289,1.184,5,80.79,84.35
13.56,70.94,1544,1.742,3,60.0,40.0
12.6,60.77,1712,1.17,6,60.0,40.0
18.93,62.59,1516,0.67,1,80.42,76.23
12.38,56.26,1492,1.228,6,60.0,40.0
15.31,63.01,1298,0.9,7,60.0,40.0
26.5,37.46,1288,1.124,1,60.0,40.0
26.16,52.49,1386,1.953,7,83.7,84.05
26.77,39.77,1323,0.969,7,60.0,40.0
18.34,45.41,1302,0.745,9,69.6,56.1
29.8,37.03,937,0.606,8,60.0,40.0
23.88,41.69,1760,1.814,1,60.38,40.0
14.52,73.01,813,0.424,1,60.0,40.0
14.87,60.24,2054,1.852,2,60.0,40.0
25.86,31.3,1600,0.499,6,60.0,40.0
15.46,73.37,678,1.604,7,60.0,40.0
22.15,80.02,1654,0.87,6,60.0,40.0
31.84,78.42,1178,0.8,3,60.0,40.0
12.08,75.27,2088,0.688,2,60.0,40.0
12.33,84.57,2098,0.615,1,60.0,40.0
31.86,62.25,1953,0.506,4,60.0,40.0
23.69,82.94,1509,0.648,3,60.0,40.0
14.54,82.19,2071,1.342,3,60.0,40.0
29.95,47.23,1640,1.311,1,60.0,40.0
29.61,77.49,2000,0.85,3,60.0,40.0
22.72,73.59,856,1.488,8,60.0,40.0
24.44,72.67,2047,1.631,3,60.0,40.0
17.46,79.3,1659,1.968,8,60.0,40.0
13.01,51.13,1085,1.104,1,60.0,40.0
23.89,52.0,2197,0.999,6,87.79,99.46
17.9,65.2,1699,1.957,1,63.83,40.0
25.27,70.58,2053,1.907,4,60.0,40.0
28.72,78.39,609,1.883,9,60.0,40.0
12.36,78.17,1484,1.374,7,60.0,40.0
23.91,69.67,1740,1.388,5,60.0,40.0
16.63,82.63,622,1.885,6,60.0,40.0
29.48,39.82,1820,1.168,6,60.0,40.0
17.07,82.27,1642,0.742,8,60.0,40.0
24.22,33.53,1040,1.976,6,60.0,40.0
23.07,60.56,1702,1.747,5,86.29,94.05
19.92,34.96,809,0.49,1,60.0,40.0
25.55,61.24,1918,0.58,9,74.04,68.62
26.52,51.46,1986,1.811,6,78.14,71.38
23.34,34.49,1377,0.882,3,60.0,40.0
27.17,65.65,1412,1.514,2,61.14,40.0
31.67,70.22,1243,0.589,6,60.0,40.0
20.39,39.58,1153,0.673,8,60.0,40.0
22.29,68.19,1997,1.596,8,68.37,47.75
12.25,39.85,1088,1.967,8,60.0,40.0
27.92,37.56,1245,1.204,9,60.0,40.0
22.4,38.1,1080,0.469,6,60.0,40.0
20.16,62.95,1651,0.775,9,77.33,80.29
13.88,72.83,1903,0.74,1,60.0,40.0
29.79,62.83,863,1.896,4,60.0,40.0
19.9,74.51,1008,1.071,5,60.0,40.0
25.65,62.53,767,1.916,7,80.84,81.04
14.99,73.85,856,1.775,3,60.0,40.0
31.23,83.71,1251,1.121,3,60.0,40.0
15.57,51.5,1841,0.44,9,61.45,40.0
15.99,38.25,1467,1.957,6,60.0,40.0
29.18,37.45,685,0.416,6,60.0,40.0
30.25,62.86,1600,1.77,2,60.0,40.0
16.24,60.09,1872,1.061,5,70.91,52.99
21.4,40.13,1230,0.882,4,61.76,40.0
26.67,78.52,992,1.053,6,60.0,40.0
29.57,82.62,1822,0.971,9,60.0,40.0
19.58,43.93,638,1.503,3,75.63,65.83
22.34,41.38,1905,1.316,8,64.08,42.02
26.83,41.77,1887,0.811,6,60.0,40.0
26.62,51.31,2021,1.244,5,79.16,77.79
27.66,76.93,743,1.048,9,60.0,40.0
23.4,62.78,772,1.873,2,82.19,86.36
14.09,33.72,1996,1.828,7,60.0,40.0
30.08,56.01,1360,1.388,4,60.0,40.0
29.31,34.97,1228,1.945,7,60.0,40.0
27.96,52.34,1517,1.0,2,75.3,67.61
14.0,52.19,694,0.541,7,60.0,40.0
16.09,65.66,1630,0.476,1,60.0,40.0
26.87,60.22,2112,1.734,4,73.03,61.77
12.46,78.11,1681,1.014,9,60.0,40.0
31.58,30.9,1343,1.776,6,60.0,40.0
19.54,72.57,2137,1.134,5,60.0,40.0
26.39,31.25,1702,0.418,3,60.0,40.0
29.75,46.74,691,1.246,1,60.0,40.0
19.89,78.38,1672,1.351,2,60.0,40.0
18.38,67.97,696,1.122,7,65.04,40.0
24.17,39.46,1092,1.741,3,60.0,40.0
23.62,56.99,1585,1.43,1,90.22,103.09
20.18,69.7,945,0.984,4,60.99,40.0
24.04,81.55,661,1.55,4,60.0,40.0
30.71,64.89,1589,0.911,9,60.0,40.0
21.35,31.36,1057,1.742,3,60.0,40.0
15.93,57.48,1453,0.848,3,73.45,64.5
19.54,38.41,1018,1.467,2,60.0,40.0
19.88,32.63,1698,1.064,2,60.0,40.0
14.62,62.92,2033,0.562,5,60.0,40.0
15.26,72.73,739,1.408,3,60.0,40.0
25.69,31.98,1858,1.013,7,60.0,40.0
18.79,73.1,850,1.415,8,60.0,40.0
31.1,68.85,1127,1.264,5,60.0,40.0
16.87,71.36,1172,0.467,3,60.0,40.0
13.98,43.46,930,0.728,8,60.0,40.0
27.07,51.65,720,1.521,9,81.81,82.79
29.62,36.59,1830,1.148,9,60.0,40.0
17.56,43.14,1870,1.146,9,60.0,40.0
16.04,46.65,2195,0.404,8,60.0,40.0
15.72,47.57,2095,0.884,7,61.33,40.0
22.44,39.63,1295,1.471,9,60.0,40.0
21.37,40.38,813,1.819,4,61.27,40.0
17.19,79.58,617,1.318,9,60.0,40.0
12.9,73.11,1450,1.265,1,60.0,40.0
21.63,48.95,1977,1.153,8,87.06,90.5
31.19,82.12,1029,1.486,4,60.0,40.0
25.05,43.14,918,1.677,3,67.73,50.72
21.91,52.38,1302,0.753,7,91.18,105.8
14.21,74.74,2030,1.542,2,60.0,40.0
17.05,54.36,1323,0.79,9,76.15,70.22
17.9,42.9,1756,0.451,7,60.0,40.0
27.3,50.27,1340,0.519,1,72.08,67.3
29.53,57.54,1197,0.474,8,60.0,40.0
30.03,64.14,1305,0.848,1,60.0,40.0
31.69,52.31,1829,0.603,8,60.0,40.0
31.65,53.72,1807,0.536,8,60.0,40.0
31.06,44.52,1291,0.636,6,60.0,40.0
13.44,59.44,1028,0.461,6,60.0,40.0
14.76,42.07,823,0.95,8,60.0,40.0
18.09,77.71,602,1.717,8,60.0,40.0
23.06,71.11,781,1.286,7,60.0,40.0
13.94,52.57,863,0.504,2,60.0,40.0
28.92,71.1,1704,1.0,6,60.0,40.0
24.34,30.38,1909,1.088,2,60.0,40.0
22.85,48.95,1779,0.676,1,86.71,94.6
15.31,54.22,1757,0.997,2,70.96,51.91
17.07,55.84,2191,0.939,5,77.0,71.5
15.21,71.18,2140,1.19,9,60.0,40.0
29.04,82.95,1030,1.516,1,60.0,40.0
23.68,50.9,832,1.166,1,92.59,106.47
26.7,49.28,845,0.518,1,79.57,73.86
17.92,63.58,2033,0.488,2,71.59,54.08
19.43,45.47,764,1.821,5,77.25,72.65
20.1,37.77,1144,1.512,8,60.0,40.0
27.2,82.88,1449,1.451,1,60.0,40.0
27.45,74.52,1582,1.861,8,60.0,40.0
16.14,82.72,1553,1.266,9,60.0,40.0
30.83,41.98,1858,0.518,1,60.0,40.0
14.41,30.98,1515,1.543,5,60.0,40.0
29.92,54.05,1962,0.66,8,60.0,40.0
14.01,81.35,735,1.466,7,60.0,40.0
17.29,37.61,1974,1.041,2,60.0,40.0
28.93,36.45,1544,0.445,2,60.0,40.0
15.59,33.79,957,0.489,5,60.0,40.0
20.27,72.08,2164,1.028,8,60.0,40.0
21.0,73.23,2104,1.351,9,60.0,40.0
16.91,68.25,1953,0.673,5,60.0,40.0
26.2,32.93,2059,0.571,5,60.0,40.0
29.03,69.78,1211,1.002,6,60.0,40.0
29.49,54.67,964,1.687,5,65.77,40.96
18.79,38.68,893,1.654,6,60.0,40.0
22.62,46.23,1998,1.495,3,81.48,76.7
16.97,57.56,1923,1.081,5,78.82,70.67
16.9,48.13,2170,1.107,6,72.39,53.6
15.23,83.34,1957,0.762,6,60.0,40.0
30.8,56.11,1612,0.619,9,60.0,40.0
29.76,50.47,828,0.425,7,60.0,40.0
27.55,67.02,864,1.776,7,60.0,40.0
22.35,65.78,1358,1.194,8,78.93,72.45
21.81,30.13,1828,0.405,5,60.0,40.0
22.59,64.02,877,1.247,3,85.91,88.24
22.73,43.41,2065,0.813,5,70.58,53.78
20.69,50.64,1694,1.084,9,87.87,93.37
14.64,68.85,1100,1.476,8,60.0,40.0
14.51,60.66,2017,1.696,4,60.0,40.0
31.04,50.28,1558,1.521,5,60.0,40.0
21.64,39.21,1773,1.834,3,60.0,40.0
31.06,57.8,1217,0.776,1,60.0,40.0
15.27,47.57,1230,1.458,3,61.63,40.0
23.09,80.21,620,1.824,1,60.0,40.0
16.15,59.39,1461,0.894,4,72.08,61.65
17.06,77.63,1817,1.679,1,60.0,40.0
12.6,51.46,2150,1.904,3,60.0,40.0
14.38,75.51,2028,1.43,7,60.0,40.0
30.34,33.11,739,0.663,8,60.0,40.0
18.43,46.4,2169,0.817,8,71.02,53.08
24.16,34.3,839,1.488,6,60.0,40.0
21.3,31.74,666,1.786,5,60.0,40.0
20.01,80.54,1798,0.438,9,60.0,40.0
22.64,69.43,2049,0.922,6,61.99,40.0
15.74,64.38,2120,0.774,1,60.0,40.0
31.77,59.29,1920,1.075,9,60.0,40.0
28.37,61.33,928,1.63,6,67.12,50.9
26.83,65.13,846,1.204,6,71.47,51.08
21.38,75.46,694,1.229,1,60.0,40.0
15.06,62.83,1531,1.374,5,60.0,40.0
30.41,71.17,1380,1.225,5,60.0,40.0
18.83,45.45,775,1.501,8,76.58,75.1
13.0,83.72,1344,0.571,4,60.0,40.0
18.85,31.75,1508,0.436,4,60.0,40.0
27.89,51.26,1757,1.723,7,72.48,62.37
24.45,78.51,1263,1.166,1,60.0,40.0
27.02,39.93,1109,0.878,7,60.0,40.0
27.87,37.77,1665,1.127,1,60.0,40.0
16.24,50.1,1695,1.44,3,70.6,54.57
30.48,53.55,1033,0.595,5,60.0,40.0
20.76,81.34,632,1.238,2,60.0,40.0
24.78,75.99,2113,0.577,1,60.0,40.0
12.05,55.52,1808,1.775,4,60.0,40.0
31.87,83.51,922,1.3,7,60.0,40.0
17.62,65.33,1505,1.697,3,63.75,44.39
13.24,78.05,1552,1.554,3,60.0,40.0
21.17,43.53,802,1.704,7,77.21,72.3
14.58,56.89,907,0.947,9,60.96,40.0
15.05,31.63,2131,0.623,5,60.0,40.0
24.65,30.49,1413,1.827,6,60.0,40.0
19.86,68.8,906,1.815,8,67.37,43.55
30.44,36.51,1876,1.813,1,60.0,40.0
18.38,60.13,1353,1.983,9,81.18,83.9
26.52,68.28,1621,1.354,5,60.0,40.0
21.22,31.77,1076,1.22,4,60.0,40.0
25.2,54.68,693,1.676,6,89.87,101.35
23.99,67.63,864,0.576,9,65.06,42.91
21.46,78.94,2157,1.653,9,60.0,40.0
31.0,46.46,1598,1.7,7,60.0,40.0
18.85,83.58,1930,1.324,5,60.0,40.0
15.54,76.45,634,1.021,2,60.0,40.0
25.56,65.78,1825,1.45,2,67.56,51.39
28.92,51.56,1376,1.864,8,66.63,47.75
12.81,69.11,1664,0.653,2,60.0,40.0
20.99,74.89,1173,0.898,5,60.0,40.0
29.85,46.68,1593,1.474,4,60.0,40.0
26.99,84.61,657,1.733,7,60.0,40.0
31.84,79.97,673,1.443,4,60.0,40.0
22.63,56.7,1878,1.345,7,93.99,105.89
25.2,69.76,799,0.537,5,60.0,40.0
18.05,58.82,622,1.094,8,84.23,91.33
30.95,71.85,2060,1.824,2,60.0,40.0
19.33,75.48,1025,0.979,7,60.0,40.0
26.77,31.28,1532,1.01,7,60.0,40.0
20.06,34.35,1942,0.972,8,60.0,40.0
23.24,48.51,1793,0.98,5,84.54,92.94
26.4,80.47,675,1.048,3,60.0,40.0
22.18,51.91,1498,1.637,5,92.12,106.45
30.14,78.81,1467,1.128,9,60.0,40.0
20.39,55.43,1160,1.371,2,93.67,111.07
24.94,45.89,1806,1.108,6,74.46,66.63
18.85,79.54,2142,1.798,3,60.0,40.0
20.16,60.84,835,0.686,7,89.98,93.03
20.8,49.83,832,0.597,4,91.9,102.49
14.52,32.44,1776,1.052,8,60.0,40.0
13.83,36.1,1327,1.959,2,60.0,40.0
25.35,37.66,1872,1.52,2,60.0,40.0
25.11,50.07,826,1.386,9,87.05,94.58
25.26,63.4,664,1.025,4,80.86,79.35
12.4,46.92,1717,0.872,1,60.0,40.0
18.53,33.6,2192,1.931,8,60.0,40.0
15.96,44.56,752,1.083,4,62.4,40.0
27.56,52.48,1983,1.538,9,76.59,65.45
29.21,84.57,1216,1.697,4,60.0,40.0
16.93,51.61,627,1.452,7,84.48,80.55
25.36,34.91,1416,0.772,6,60.0,40.0
14.59,61.96,1046,0.861,5,60.0,40.0
17.5,80.58,1709,0.437,5,60.0,40.0
14.77,73.27,1061,1.951,3,60.0,40.0
17.67,75.99,1371,1.735,7,60.0,40.0
25.49,81.05,921,1.046,5,60.0,40.0
30.21,65.01,1925,1.828,1,60.0,40.0
16.05,84.72,2081,0.646,4,60.0,40.0
22.84,31.83,1245,0.467,4,60.0,40.0
26.03,75.92,1318,0.616,8,60.0,40.0
31.06,77.14,2172,1.813,4,60.0,40.0
24.2,80.42,827,0.657,6,60.0,40.0
17.1,56.3,1894,0.509,1,75.9,72.71
24.51,73.33,1508,0.697,4,60.0,40.0
18.41,40.73,2009,1.064,3,60.0,40.0
31.52,63.17,1068,1.194,5,60.0,40.0
19.99,49.73,1074,0.777,9,84.54,93.95
25.71,62.79,1121,1.689,9,80.57,78.39
12.46,67.16,627,1.936,3,60.0,40.0
20.0,49.09,872,0.865,6,88.35,96.94
29.5,41.89,2191,1.89,9,60.0,40.0
24.2,47.69,998,1.709,3,83.88,88.55
20.88,66.52,632,1.818,4,74.52,62.83
30.72,67.23,1046,0.496,5,60.0,40.0
29.08,70.77,1253,1.734,1,60.0,40.0
18.44,36.96,1476,1.337,5,60.0,40.0
22.89,75.02,710,0.461,2,60.0,40.0
21.8,67.85,1865,1.606,3,66.35,49.04
24.64,31.68,1921,0.787,2,60.0,40.0
18.68,48.46,941,1.675,7,85.4,87.7
16.88,55.67,1877,1.402,8,77.46,77.17
30.25,49.83,1178,1.188,3,60.0,40.0
30.48,36.46,1277,0.437,1,60.0,40.0
28.87,41.4,2098,1.823,5,60.0,40.0
31.56,31.35,2027,0.636,2,60.0,40.0
26.9,35.12,1200,1.728,4,60.0,40.0
27.29,44.65,1381,1.501,5,64.63,40.0
27.25,75.1,1058,0.511,5,60.0,40.0
21.61,58.97,1425,1.268,5,93.33,106.85
21.13,53.35,1691,1.939,6,91.34,102.56
16.8,66.42,748,1.876,2,60.0,40.0
24.9,59.78,2072,0.634,7,77.94,78.74
17.79,37.23,1750,0.677,7,60.0,40.0
17.16,42.24,755,0.646,2,62.0,40.0
23.72,42.24,1990,1.61,4,65.68,47.07
20.2,63.0,1790,0.657,3,81.19,82.47
16.38,55.39,1101,0.503,4,74.54,66.02
28.32,51.32,1434,1.025,7,70.76,52.26
29.21,60.62,1976,1.947,6,60.0,40.0
15.35,83.36,2149,0.893,9,60.0,40.0
12.15,47.28,1050,1.559,6,60.0,40.0
18.72,58.61,1641,0.63,1,86.31,89.22
27.95,56.42,1976,1.394,7,73.99,62.69
28.78,69.42,2181,1.33,1,60.0,40.0
14.77,70.17,713,1.847,4,60.0,40.0
27.49,70.1,1406,1.546,9,60.0,40.0
14.31,41.08,1998,0.593,9,60.0,40.0
19.8,54.7,605,1.048,2,94.75,115.09
31.97,74.61,1300,0.401,9,60.0,40.0
15.85,50.98,1535,0.786,9,66.97,47.87
15.08,84.13,1442,1.954,8,60.0,40.0
20.46,50.06,1772,1.129,8,87.96,97.7
24.39,57.37,705,1.788,1,89.68,98.61
30.66,56.1,1857,0.438,2,60.0,40.0
31.62,53.85,1053,1.808,6,60.0,40.0
13.39,76.51,1919,1.823,1,60.0,40.0
14.76,38.54,1271,1.445,3,60.0,40.0
27.81,61.22,669,0.586,9,66.93,50.12
17.41,64.02,2142,1.802,9,69.19,53.52
29.7,76.82,1849,1.84,3,60.0,40.0
25.27,63.51,1157,0.722,5,75.7,73.8
14.24,82.8,1032,1.904,5,60.0,40.0
28.65,77.97,1542,1.81,3,60.0,40.0
15.53,49.18,2180,0.728,3,62.97,40.0
20.47,77.29,1064,1.03,4,60.0,40.0
23.04,82.72,2117,0.939,6,60.0,40.0
22.02,44.15,1129,1.197,8,75.92,70.05
